monster_unique_id,monster_parent,monster_name,monster_origin,monster_type,monster_alignment,monster_ac,monster_hp,monster_speed,monster_str,monster_dex,monster_con,monster_int,monster_wis,monster_cha,monster_saving_throws,monster_damage_vulnerabilities,monster_damage_resistances,monster_damage_immunities,monster_condition_immunities,monster_senses,monster_languages,monster_skills,monster_challenge_rating,monster_unique_ability_paragraph_1,monster_unique_ability_paragraph_2,monster_unique_ability_paragraph_3,monster_unique_ability_paragraph_4,monster_unique_ability_paragraph_5,monster_unique_ability_paragraph_6,monster_unique_ability_paragraph_7,monster_action_paragraph_1,monster_action_paragraph_2,monster_action_paragraph_3,monster_action_paragraph_4,monster_action_paragraph_5,monster_action_paragraph_6,monster_action_paragraph_7,monster_legendary_action_paragraph_1,monster_legendary_action_paragraph_2,monster_legendary_action_paragraph_3,monster_legendary_action_paragraph_4,monster_legendary_action_paragraph_5,@image1,@image2
dndgpt_mon_0059,Dragon,Red Dragon Wyrmling,srd 5.1,Medium dragon,chaotic evil,17 (natural armor),75 (10d8 + 30),"30 ft., climb 30 ft., fly 60 ft.",19 (+4),10 (+0),17 (+3),12 (+1),11 (+0),15 (+2),"Dex +2, Con +5, Wis +2, Cha +4",,,fire,,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,"Perception +4, Stealth +2","4 (1,100 XP)","Paralyzing Breath. The dragon exhales paralyzing gas in a 30-foot cone. Each creature in that area must succeed on a DC 17 Constitution saving throw or be paralyzed for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,,,,,,,,,,,,,,,,,,
dndgpt_mon_0060,Dragon,Young Red Dragon,srd 5.1,Large dragon,chaotic evil,18 (natural armor),178 (17d10 + 85),"40 ft., climb 40 ft., fly 80 ft.",23 (+6),10 (+0),21 (+5),14 (+2),11 (+0),19 (+4),"Dex +4, Con +9, Wis +4, Cha +8",,,fire,,"blindsight 30 ft., darkvision 120 ft., passive Perception 18","Common, Draconic","Perception +8, Stealth +4","10 (5,900 XP)",,,,,,,,,,,,,,,,,,,,,
dndgpt_mon_0061,Dragon,Adult Red Dragon,srd 5.1,"Huge dragon, chaotic evil",Chaotic Evil,19 (natural armor),256 (19d12 + 133),"40 ft., climb 40 ft., fly 80 ft.",27 (+8),10 (+0),25 (+7),16 (+3),13 (+1),21 (+5),"Dex +6, Con +13, Wis +7, Cha +11",,,fire,,"blindsight 60 ft., darkvision 120 ft., passive Perception 23","Common, Draconic","Perception +13, Stealth +6","17 (18,000 XP)","Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",,,,,,,Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 19 (2d10 + 8) piercing damage plus 7 (2d6) fire damage.",,,,,,"The dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn.",Detect. The dragon makes a Wisdom (Perception) check.,Tail Attack. The dragon makes a tail attack.,Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 15 feet of the dragon must succeed on a DC 25 Dexterity saving throw or take 17 (2d6 + 10) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,,
dndgpt_mon_0062,Dragon,Ancient Red Dragon,srd 5.1,Gargantuan dragon,chaotic evil,22 (natural armor),546 (28d20 + 252),"40 ft., climb 40 ft., fly 80 ft.",30 (+10),10 (+0),29 (+9),18 (+4),15 (+2),23 (+6),"Dex +7, Con +16, Wis +9, Cha +13",,,fire,,"blindsight 60 ft., darkvision 120 ft., passive Perception 26","Common, Draconic","Perception +16, Stealth +7","24 (62,000 XP)","Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",,,,,,,Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +17 to hit, reach 15 ft., one target. Hit: 21 (2d10 + 10) piercing damage plus 14 (4d6) fire damage.","Claw. Melee Weapon Attack: +17 to hit, reach 10 ft., one target. Hit: 17 (2d6 + 10) slashing damage.","Tail. Melee Weapon Attack: +17 to hit, reach 20 ft., one target. Hit: 19 (2d8 + 10) bludgeoning damage.","Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 22 Wisdom saving throw or be frightened for 1 minute. A frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,"The Ancient Red Dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn.",Detect. The dragon makes a Wisdom (Perception) check.,Tail Attack. The dragon makes a tail attack.,Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 15 feet of the dragon must succeed on a DC 25 Dexterity saving throw or take 2d6 + 10 bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,,
dndgpt_mon_0063,Dragon,White Dragon Wyrmling,srd 5.1,"Medium dragon, chaotic evil",chaotic evil,16 (natural armor),32 (5d8 + 10),"30 ft., burrow 15 ft., fly 60 ft., swim 30 ft.",14 (+2),10 (+0),14 (+2),5 (-3),10 (+0),11 (+0),"Dex +2, Con +4, Wis +2, Cha +2",,,cold,,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,"Perception +4, Stealth +2",2 (450 XP),"Ice Walk. The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, difficult terrain composed of ice or snow doesn't cost it extra moment.",,,,,,,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage plus 2 (1d4) cold damage.","Cold Breath (Recharge 5-6). The dragon exhales an icy blast in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 21 (6d6) cold damage on a failed save, or half as much damage on a successful one.",,,,,,,,,,,,
dndgpt_mon_0064,Dragon,Young White Dragon,srd 5.1,"Large dragon, chaotic evil",Chaotic Evil,17 (natural armor),133 (14d10 + 56),"40 ft., burrow 20 ft., fly 80 ft., swim 40 ft.",18 (+4),10 (+0),18 (+4),6 (-2),11 (+0),12 (+1),"Dex +3, Con +7, Wis +3, Cha +4",,,cold,,"blindsight 30 ft., darkvision 120 ft., passive Perception 16","Common, Draconic","Perception +6, Stealth +3","6 (2,300 XP)","Ice Walk. The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, difficult terrain composed of ice or snow doesn't cost it extra movement.",,,,,,,"Bite. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 14 (2d10 + 3) piercing damage plus 7 (2d6) cold damage.","Ice Breath (Recharge 5-6). The dragon exhales an icy blast in a 30-foot cone. Each creature in that area must make a DC 15 Dexterity saving throw, taking 49 (11d8) cold damage on a failed save, or half as much damage on a successful one.",,,,,,"The dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn.",Detect. The dragon makes a Wisdom (Perception) check.,Tail Attack. The dragon makes a tail attack.,Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 10 feet of the dragon must succeed on a DC 19 Dexterity saving throw or take 13 (2d6 + 6) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,,
dndgpt_mon_0065,Dragon,Adult White Dragon,srd 5.1,Huge dragon,chaotic evil,18 (natural armor),200 (16d12 + 96),"40 ft., burrow 30 ft., fly 80 ft., swim 40 ft.",22 (+6),10 (+0),22 (+6),8 (-1),12 (+1),12 (+1),"Dex +5, Con +11, Wis +6, Cha +6",,,cold,,"blindsight 60 ft., darkvision 120 ft., passive Perception 21","Common, Draconic","Perception +11, Stealth +5","13 (10,000 XP)","Ice Walk. The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, difficult terrain composed of ice or snow doesn't cost it extra movement.","Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",,,,,,Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +12 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage plus 7 (2d6) cold damage.","Claw. Melee Weapon Attack: +12 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage.","Tail. Melee Weapon Attack: +12 to hit, reach 15 ft., one target. Hit: 15 (2d8 + 6) bludgeoning damage.",,,,,,,,,,
dndgpt_mon_0066,Dragon,Ancient White Dragon,srd 5.1,Gargantuan dragon,chaotic evil,20 (natural armor),333 (18d20 + 144),"40 ft., burrow 40 ft., fly 80 ft., swim 40 ft.",26 (+8),10 (+0),26 (+8),10 (+0),13 (+1),14 (+2),"Dex +6, Con +14, Wis +7, Cha +8",,,cold,,"blindsight 60 ft., darkvision 120 ft., passive Perception 23","Common, Draconic","Perception +13, Stealth +6","20 (25,000 XP)","Ice Walk. The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, difficult terrain composed of ice or snow doesn't cost it extra movement.","Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",,,,,,Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +17 to hit, reach 15 ft., one target. Hit: 21 (2d10 + 10) piercing damage.","Claw. Melee Weapon Attack: +17 to hit, reach 10 ft., one target. Hit: 17 (2d6 + 10) slashing damage.","Tail. Melee Weapon Attack: +17 to hit, reach 20 ft., one target. Hit: 19 (2d8 + 10) bludgeoning damage.",,,,"The dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn.",Detect. The dragon makes a Wisdom (Perception) check.,Tail Attack. The dragon makes a tail attack.,Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 10 feet of the dragon must succeed on a DC 19 Dexterity saving throw or take 13 (2d6 + 6) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,,
dndgpt_mon_0067,Dragon,Young Brass Dragon,srd 5.1,Large dragon,chaotic good,17 (natural armor),110 (13d10 + 39),"40 ft., burrow 20 ft., fly 80 ft.",19 (+4),10 (+0),17 (+3),12 (+1),11 (+0),15 (+2),"Dex +3, Con +6, Wis +3, Cha +5",,,fire,,"blindsight 30 ft., darkvision 120 ft., passive Perception 16","Common, Draconic","Perception +6, Persuasion +5, Stealth +3","6 (2,300 XP)",,,,,,,,Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 13 (2d6 + 6) piercing damage.","Claw. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.,"Fire Breath. The dragon exhales fire in a 30-foot cone. Each creature in that area must make a DC 16 Dexterity saving throw, taking 42 (12d6) fire damage on a failed save, or half as much damage on a successful one.","Sleep Breath. The dragon exhales a cloud of magical sleep in a 30-foot cone. Each creature in that area must succeed on a DC 16 Wisdom saving throw or fall asleep for 1 minute. A creature can repeat the saving throw at the end of each of its turns, waking up on a success.",,"The dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn.",Detect. The dragon makes a Wisdom (Perception) check.,Tail Attack. The dragon makes a tail attack.,Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 10 feet of the dragon must succeed on a DC 19 Dexterity saving throw or take 13 (2d6 + 6) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,,
dndgpt_mon_0068,Dragon,Adult Brass Dragon,srd 5.1,Huge dragon,chaotic good,18 (natural armor),172 (15d12 + 75),"40 ft., burrow 30 ft., fly 80 ft.",23 (+6),10 (+0),21 (+5),14 (+2),13 (+1),17 (+3),"Dex +5, Con +10, Wis +6, Cha +8",,,fire,,"blindsight 60 ft., darkvision 120 ft., passive Perception 21","Common, Draconic","History +7, Perception +11, Persuasion +8, Stealth +5","13 (10,000 XP)","Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",,,,,,,Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 19 (2d10 + 8) piercing damage plus 7 (2d6) fire damage.","Claw. Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 15 (2d6 + 8) slashing damage.","Tail. Melee Weapon Attack: +11 to hit, reach 15 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage.",,,,"The dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn.",Detect. The dragon makes a Wisdom (Perception) check.,Tail Attack. The dragon makes a tail attack.,Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 15 feet of the dragon must succeed on a DC 22 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,,,
dndgpt_mon_0069,Dragon,Brass Dragon Wyrmling,srd 5.1,"Medium dragon, chaotic good",chaotic good,16 (natural armor),16 (3d8 + 3),"30 ft., burrow 15 ft., fly 60 ft.",15 (+2),10 (+0),13 (+1),10 (+0),11 (+0),13 (+1),"Dex +2, Con +3, Wis +2, Cha +3",,,fire,,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,"Perception +4, Stealth +2",1 (200 XP),Amphibious. The dragon can breathe air and water.,,,,,,,"Breath. The dragon exhales fire in a 15-foot cone. Each creature in that area must make a DC 13 Dexterity saving throw, taking 14 (4d6) fire damage on a failed save, or half as much damage on a successful one.",,,,,,,,,,,,,
dndgpt_mon_0070,Dragon,Ancient Brass Dragon,srd 5.1,Gargantuan dragon,chaotic good,20 (natural armor),297 (17d20 + 119),"40 ft., burrow 40 ft., fly 80 ft.",27 (+8),10 (+0),25 (+7),16 (+3),15 (+2),19 (+4),"Dex +6, Con +13, Wis +8, Cha +10",,,fire,,"blindsight 60 ft., darkvision 120 ft., passive Perception 24","Common, Draconic","History +9, Perception +14, Persuasion +10, Stealth +6","20 (25,000 XP)","Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.",,,,,,,Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +14 to hit, reach 15 ft., one target. Hit: 21 (2d10 + 10) piercing damage.","Claw. Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 17 (2d6 + 10) slashing damage.","Tail. Melee Weapon Attack: +14 to hit, reach 20 ft., one target. Hit: 19 (2d8 + 10) bludgeoning damage.","Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 22 Wisdom saving throw or be frightened for 1 minute. A frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,,,,,,,
dndgpt_mon_0071,Dragon,Bronze Dragon Wyrmling,srd 5.1,Medium dragon,lawful good,17 (natural armor),32 (5d8 + 10),"30 ft., fly 60 ft., swim 30 ft.",17 (+3),10 (+0),15 (+2),12 (+1),11 (+0),15 (+2),"Dex +2, Con +4, Wis +2, Cha +4",,,lightning,,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,"Perception +4, Stealth +2",2 (450 XP),Amphibious. The dragon can breathe air and water.,,,,,,,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (1d10 + 4) piercing damage.",Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.,"Repulsion Breath. The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a DC 15 Strength saving throw. On a failed save, the creature is pushed 40 feet away from the dragon.",,,,,,,,,,,
dndgpt_mon_0072,Dragon,Young Bronze Dragon,srd 5.1,"Large dragon, lawful good",lawful good,18 (natural armor),142 (15d10 + 60),"40 ft., fly 80 ft., swim 40 ft.",21 (+5),10 (+0),19 (+4),14 (+2),13 (+1),17 (+3),"Dex +3, Con +7, Wis +4, Cha +6",,,lightning,,"blindsight 30 ft., darkvision 120 ft., passive Perception 17","Common, Draconic","Insight +4, Perception +7, Stealth +3","8 (3,900 XP)",Amphibious. The dragon can breathe air and water.,,,,,,,"Repulsion Breath. The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a DC 15 Strength saving throw. On a failed save, the creature is pushed 40 feet away from the dragon.",,,,,,,,,,,,,
dndgpt_mon_0073,Dragon,Bronze Dragon Wyrmling,srd 5.1,"Medium dragon, lawful good",lawful good,17 (natural armor),32 (5d8 + 10),"30 ft., fly 60 ft., swim 30 ft.",17 (+3),10 (+0),15 (+2),12 (+1),11 (+0),15 (+2),"Dex +2, Con +4, Wis +2, Cha +4",,,lightning,,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,"Perception +4, Stealth +2",2 (450 XP),Amphibious. The dragon can breathe air and water.,,,,,,,,,,,,,,,,,,,,
